study	transformed	untransformed	method
LBC1936	LBC1936_PEF_nonsmk_chr4_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr5_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr6_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr7_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr8_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_nonsmk_chr9_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr1_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr10_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr11_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr12_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr13_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr14_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr15_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr16_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr17_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr18_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr19_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr2_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr20_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr21_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr22_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr3_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr4_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr5_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr6_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr7_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr8_SEH_28112019.out.gz		age_stratified
LBC1936	LBC1936_PEF_smk_chr9_SEH_28112019.out.gz		age_stratified
MESA_AFA_new	MESA_AFA_FEV1_nonsmk_CHR1_22_AWM_09112019.txt.gz	MESA_AFA_FEV1_nonsmk_CHR{1-22}_AWM_29092020.txt.gz	check
MESA_AFA_new	MESA_AFA_FEV1_smk_CHR1_22_AWM_09112019.txt.gz	MESA_AFA_FEV1_smk_CHR{1-22}_AWM_29092020.txt.gz	check
MESA_AFA_new	MESA_AFA_FF_nonsmk_CHR1_22_AWM_09112019.txt.gz	MESA_AFA_FF_nonsmk_CHR{1-22}_AWM_29092020.txt.gz	check
MESA_AFA_new	MESA_AFA_FF_smk_CHR1_22_AWM_09112019.txt.gz	MESA_AFA_FF_smk_CHR{1-22}_AWM_29092020.txt.gz	check
MESA_AFA_new	MESA_AFA_FVC_nonsmk_CHR1_22_AWM_09112019.txt.gz	MESA_AFA_FVC_nonsmk_CHR{1-22}_AWM_29092020.txt.gz	check
MESA_AFA_new	MESA_AFA_FVC_smk_CHR1_22_AWM_09112019.txt.gz	MESA_AFA_FVC_smk_CHR{1-22}_AWM_29092020.txt.gz	check
MESA_CAU_new	MESA_CAU_FEV1_nonsmk_CHR1_22_AWM_09112019.txt.gz	MESA_CAU_FEV1_nonsmk_CHR{1-22}_AWM_29092020.txt.gz	check
MESA_CAU_new	MESA_CAU_FEV1_smk_CHR1_22_AWM_09112019.txt.gz	MESA_CAU_FEV1_smk_CHR{1-22}_AWM_26092020.txt.gz	check
MESA_CAU_new	MESA_CAU_FF_nonsmk_CHR1_22_AWM_18102019.txt.gz	MESA_CAU_FF_nonsmk_CHR{1-22}_AWM_29092020.txt.gz	check
MESA_CAU_new	MESA_CAU_FF_smk_CHR1_22_AWM_09112019.txt.gz	MESA_CAU_FF_smk_CHR{1-22}_AWM_26092020.txt.gz	check
MESA_CAU_new	MESA_CAU_FVC_nonsmk_CHR1_22_AWM_18102019.txt.gz	MESA_CAU_FVC_nonsmk_CHR{1-22}_AWM_29092020.txt.gz	check
MESA_CAU_new	MESA_CAU_FVC_smk_CHR1_22_AWM_09112019.txt.gz	MESA_CAU_FVC_smk_CHR{1-22}_AWM_26092020.txt.gz	check
MESA_HIS_new	MESA_HIS_FEV1_nonsmk_CHR1_22_AWM_09112019.txt.gz	MESA_HIS_FEV1_nonsmk_CHR{1-22}_AWM_30092020.txt.gz	check
MESA_HIS_new	MESA_HIS_FEV1_smk_CHR1_22_AWM_09112019.txt.gz	MESA_HIS_FEV1_smk_CHR{1-22}_AWM_30092020.txt.gz	check
MESA_HIS_new	MESA_HIS_FF_nonsmk_CHR1_22_AWM_09112019.txt.gz	MESA_HIS_FF_nonsmk_CHR{1-22}_AWM_30092020.txt.gz	check
MESA_HIS_new	MESA_HIS_FF_smk_CHR1_22_AWM_09112019.txt.gz	MESA_HIS_FF_smk_CHR{1-22}_AWM_30092020.txt.gz	check
MESA_HIS_new	MESA_HIS_FVC_nonsmk_CHR1_22_AWM_09112019.txt.gz	MESA_HIS_FVC_nonsmk_CHR{1-22}_AWM_30092020.txt.gz	check
MESA_HIS_new	MESA_HIS_FVC_smk_CHR1_22_AWM_09112019.txt.gz	MESA_HIS_FVC_smk_CHR{1-22}_AWM_30092020.txt.gz	check
NEO	NEO_lffev1_nonsmk_chr1_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr1_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr10_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr10_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr11_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr11_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr12_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr12_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr13_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr13_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr14_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr14_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr15_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr15_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr16_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr16_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr17_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr17_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr18_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr18_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr19_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr19_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr2_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr2_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr20_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr20_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr21_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr21_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr22_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr22_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr3_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr3_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr4_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr4_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr5_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr5_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr6_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr6_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr7_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr7_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr8_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr8_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chr9_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chr9_TF_07122020.txt	check
NEO	NEO_lffev1_nonsmk_chrX_TF_18032020.txt.gz	NEO_lffev1_nonsmk_chrX_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr1_TF_18032020.txt.gz	NEO_lffev1_smk_chr1_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr10_TF_18032020.txt.gz	NEO_lffev1_smk_chr10_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr11_TF_18032020.txt.gz	NEO_lffev1_smk_chr11_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr12_TF_18032020.txt.gz	NEO_lffev1_smk_chr12_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr13_TF_18032020.txt.gz	NEO_lffev1_smk_chr13_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr14_TF_18032020.txt.gz	NEO_lffev1_smk_chr14_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr15_TF_18032020.txt.gz	NEO_lffev1_smk_chr15_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr16_TF_18032020.txt.gz	NEO_lffev1_smk_chr16_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr17_TF_18032020.txt.gz	NEO_lffev1_smk_chr17_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr18_TF_18032020.txt.gz	NEO_lffev1_smk_chr18_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr19_TF_18032020.txt.gz	NEO_lffev1_smk_chr19_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr2_TF_18032020.txt.gz	NEO_lffev1_smk_chr2_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr20_TF_18032020.txt.gz	NEO_lffev1_smk_chr20_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr21_TF_18032020.txt.gz	NEO_lffev1_smk_chr21_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr22_TF_18032020.txt.gz	NEO_lffev1_smk_chr22_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr3_TF_18032020.txt.gz	NEO_lffev1_smk_chr3_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr4_TF_18032020.txt.gz	NEO_lffev1_smk_chr4_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr5_TF_18032020.txt.gz	NEO_lffev1_smk_chr5_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr6_TF_18032020.txt.gz	NEO_lffev1_smk_chr6_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr7_TF_18032020.txt.gz	NEO_lffev1_smk_chr7_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr8_TF_18032020.txt.gz	NEO_lffev1_smk_chr8_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chr9_TF_18032020.txt.gz	NEO_lffev1_smk_chr9_TF_07122020.txt	check
NEO	NEO_lffev1_smk_chrX_TF_18032020.txt.gz	NEO_lffev1_smk_chrX_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr1_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr1_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr10_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr10_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr11_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr11_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr12_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr12_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr13_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr13_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr14_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr14_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr15_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr15_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr16_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr16_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr17_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr17_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr18_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr18_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr19_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr19_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr2_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr2_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr20_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr20_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr21_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr21_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr22_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr22_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr3_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr3_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr4_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr4_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr5_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr5_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr6_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr6_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr7_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr7_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr8_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr8_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chr9_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chr9_TF_07122020.txt	check
NEO	NEO_lffevfvcc_nonsmk_chrX_TF_18032020.txt.gz	NEO_lffevfvcc_nonsmk_chrX_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr1_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr1_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr10_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr10_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr11_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr11_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr12_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr12_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr13_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr13_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr14_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr14_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr15_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr15_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr16_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr16_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr17_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr17_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr18_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr18_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr19_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr19_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr2_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr2_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr20_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr20_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr21_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr21_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr22_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr22_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr3_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr3_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr4_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr4_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr5_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr5_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr6_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr6_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr7_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr7_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr8_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr8_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chr9_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chr9_TF_07122020.txt	check
NEO	NEO_lffevfvcc_smk_chrX_TF_18032020.txt.gz	NEO_lffevfvcc_smk_chrX_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr1_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr1_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr10_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr10_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr11_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr11_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr12_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr12_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr13_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr13_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr14_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr14_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr15_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr15_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr16_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr16_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr17_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr17_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr18_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr18_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr19_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr19_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr2_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr2_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr20_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr20_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr21_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr21_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr22_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr22_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr3_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr3_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr4_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr4_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr5_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr5_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr6_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr6_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr7_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr7_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr8_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr8_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chr9_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chr9_TF_07122020.txt	check
NEO	NEO_lffvc_nonsmk_chrX_TF_18032020.txt.gz	NEO_lffvc_nonsmk_chrX_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr1_TF_18032020.txt.gz	NEO_lffvc_smk_chr1_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr10_TF_18032020.txt.gz	NEO_lffvc_smk_chr10_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr11_TF_18032020.txt.gz	NEO_lffvc_smk_chr11_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr12_TF_18032020.txt.gz	NEO_lffvc_smk_chr12_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr13_TF_18032020.txt.gz	NEO_lffvc_smk_chr13_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr14_TF_18032020.txt.gz	NEO_lffvc_smk_chr14_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr15_TF_18032020.txt.gz	NEO_lffvc_smk_chr15_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr16_TF_18032020.txt.gz	NEO_lffvc_smk_chr16_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr17_TF_18032020.txt.gz	NEO_lffvc_smk_chr17_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr18_TF_18032020.txt.gz	NEO_lffvc_smk_chr18_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr19_TF_18032020.txt.gz	NEO_lffvc_smk_chr19_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr2_TF_18032020.txt.gz	NEO_lffvc_smk_chr2_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr20_TF_18032020.txt.gz	NEO_lffvc_smk_chr20_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr21_TF_18032020.txt.gz	NEO_lffvc_smk_chr21_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr22_TF_18032020.txt.gz	NEO_lffvc_smk_chr22_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr3_TF_18032020.txt.gz	NEO_lffvc_smk_chr3_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr4_TF_18032020.txt.gz	NEO_lffvc_smk_chr4_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr5_TF_18032020.txt.gz	NEO_lffvc_smk_chr5_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr6_TF_18032020.txt.gz	NEO_lffvc_smk_chr6_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr7_TF_18032020.txt.gz	NEO_lffvc_smk_chr7_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr8_TF_18032020.txt.gz	NEO_lffvc_smk_chr8_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chr9_TF_18032020.txt.gz	NEO_lffvc_smk_chr9_TF_07122020.txt	check
NEO	NEO_lffvc_smk_chrX_TF_18032020.txt.gz	NEO_lffvc_smk_chrX_TF_07122020.txt	check
NFBC66			ds_method
NFBC86			ds_method
orcades	orcades_FEV1_all_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_FEV1_nonsmk_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_FEV1_smk_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_FF_all_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_FF_nonsmk_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_FF_smk_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_FVC_all_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_FVC_nonsmk_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_FVC_smk_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_PEF_all_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_PEF_nonsmk_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
orcades	orcades_PEF_smk_CHR1_22_all_SMW_230819.tsv.gz		age_stratified
PIVUS			ds_method
QBB	QBB_FEV1_nonsmk_CHR1-22_gt_22042020.txt.gz	QBB_FEV1_nonsmk_untransformed_CHR{1-22}_GT_03012021.txt.gz	check
QBB	QBB_FEV1_smk_CHR1-22_gt_22042020.txt.gz	QBB_FEV1_smk_untransformed_CHR{1-22}_GT_03012021.txt.gz	check
QBB	QBB_FF_nonsmk_CHR1-22_gt_22042020.txt.gz	QBB_FF_nonsmk_untransformed_CHR{1-22}_GT_03012021.txt.gz	check
QBB	QBB_FF_smk_CHR1-22_gt_22042020.txt.gz	QBB_FF_smk_untransformed_CHR{1-22}_GT_03012021.txt.gz	check
QBB	QBB_FVC_nonsmk_CHR1-22_gt_22042020.txt.gz	QBB_FVC_nonsmk_untransformed_CHR{1-22}_GT_03012021.txt.gz	check
QBB	QBB_FVC_smk_CHR1-22_gt_22042020.txt.gz	QBB_FVC_smk_untransformed_CHR{1-22}_GT_03012021.txt.gz	check
Raine	Raine_FEV1_all_CHR1_22_CW_26082019.txt.gz	RaineStudy_FEV1_CHR1-22_CW_08092020.txt.gz	check
Raine	Raine_FEV1_all_CHRX_females_CW_26082019.txt.gz	RaineStudy_FEV1_CHRX_females_CW_08092020.txt.gz	check
Raine	Raine_FEV1_all_CHRX_males_CW_26082019.txt.gz	RaineStudy_FEV1_CHRX_males_CW_08092020.txt.gz	check
Raine	Raine_FF_all_CHR1_22_CW_26082019.txt.gz	RaineStudy_FF_CHR1-22_CW_08092020.txt.gz	check
Raine	Raine_FF_all_CHRX_females_CW_26082019.txt.gz	RaineStudy_FF_CHRX_females_CW_08092020.txt.gz	check
Raine	Raine_FF_all_CHRX_males_CW_26082019.txt.gz	RaineStudy_FF_CHRX_males_CW_08092020.txt.gz	check
Raine	Raine_FVC_all_CHR1_22_CW_26082019.txt.gz	RaineStudy_FVC_CHR1-22_CW_08092020.txt.gz	check
Raine	Raine_FVC_all_CHRX_females_CW_26082019.txt.gz	RaineStudy_FVC_CHRX_females_CW_08092020.txt.gz	check
Raine	Raine_FVC_all_CHRX_males_CW_26082019.txt.gz	RaineStudy_FVC_CHRX_males_CW_08092020.txt.gz	check
Raine	Raine_PEF_all_CHR1_22_CW_26082019.txt.gz	RaineStudy_PEF_CHR1-22_CW_08092020.txt.gz	check
Raine	Raine_PEF_all_CHRX_females_CW_26082019.txt.gz	RaineStudy_PEF_CHRX_females_CW_08092020.txt.gz	check
Raine	Raine_PEF_all_CHRX_males_CW_26082019.txt.gz	RaineStudy_PEF_CHRX_males_CW_08092020.txt.gz	check
RS1	RS1_fev_ever_CHR1to22_SW_20191120.txt.gz	RS1_fev_ever_CHR1to22_SW_20200927.txt.gz	check
RS1	RS1_fev_never_CHR1to22_SW_20191120.txt.gz	RS1_fev_never_CHR1to22_SW_20200927.txt.gz	check
RS1	RS1_fevfvc_ever_CHR1to22_SW_20191120.txt.gz	RS1_fevfvc_ever_CHR1to22_SW_20200927.txt.gz	check
